position,person,personID,start,end
Member of the National Assembly,Aurélio Martins,Q4822692,2006,
Member of the National Assembly,Celmira Sacramento,Q115136366,2010-09-11,
Member of the National Assembly,Ekeneide dos Santos,Q64785138,2018-11-22,2022-11-08
Member of the National Assembly,Abnildo Oliveira,Q64785171,2018-11-22,2022-11-08
