who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
5701266,List of heads of government of São Tomé and Príncipe,15th Prime Minister of São Tomé and Príncipe,2022-11-11,,Q57085436,Jorge Bom Jesus,,,0
5701266,,,2014-11-25,2018-12-03,Q867590,Gabriel Costa,,Jorge Bom Jesus,1
5701266,,,2010-08-14,2012-12-12,Q718450,Joaquim Rafael Branco,,Gabriel Costa,2
5701266,,,2008-02-14,2008-06-22,Q1286743,Tomé Vera Cruz,Q718450,Joaquim Rafael Branco,3
