item,itemLabel,startDate,endDate,sourceDate,psid
Q956967,Guilherme Posser da Costa,1999-01-05,2001-09-26,2022-10-14,Q956967-29B7B84A-0FEC-4E44-A4C4-CB817458F546
Q709734,Evaristo Carvalho,2001-09-26,2002-03-28,,Q709734-2FAF7A9E-C4A8-4CB5-AB42-C810A46B2AB9
Q867590,Gabriel Costa,2002-03-28,2002-10-07,,Q867590-4A3B3337-9D6D-4CB9-81DB-F91744C4D98A
Q454046,Maria das Neves,2002-10-07,2004-09-18,,Q454046-3BB7EE3E-EFE8-4372-9149-548A326B2E12
Q1158585,Damião Vaz d'Almeida,2004-09-18,2005-06-08,2022-10-14,Q1158585-E660572A-FE3C-41F7-B4BA-D20D5DEE2280
Q441483,Maria do Carmo Silveira,2005-06-08,2006-04-21,,Q441483-9FF387DB-7996-4162-8D20-7FBFA35E880E
Q1286743,Tomé Vera Cruz,2006-04-21,2008-02-14,2022-10-14,Q1286743-EA05F1D5-F5FB-47FD-8887-F7DC938D6EFB
Q459822,Patrice Trovoada,2008-02-14,2008-06-22,,Q459822-fd77a1c3-4fa6-5b0b-b8d1-d5e43938b2a9
Q718450,Joaquim Rafael Branco,2008-06-22,2010-08-14,2022-10-14,Q718450-4DF7813F-10F3-4B3C-A279-D7E708C94A4A
Q459822,Patrice Trovoada,2010-08-14,2012-12-12,,Q459822-bde4f5b9-453c-064a-2db1-005039c3345f
Q867590,Gabriel Costa,2012-12-12,2014-11-25,,Q867590-5d40d2fb-46cf-320d-7959-463fa47d6eb5
Q459822,Patrice Trovoada,2014-11-25,2018-12-03,,Q459822-8453DDA1-A2AE-4068-A15E-DEA28D155B02
Q57085436,Jorge Bom Jesus,2018-12-03,,,Q57085436-dabca941-4156-4032-afe3-44b58e423b09
Q459822,Patrice Trovoada,2022-12-12,,2022-10-14,Q459822-8C24AFE9-6ED0-4A7C-B61E-FF4E500AA6CF
