item,itemLabel,startDate,endDate
Q956967,Guilherme Posser da Costa,1999-01-05,2001-09-26
Q709734,Evaristo Carvalho,2001-09-26,2002-03-28
Q867590,Gabriel Costa,2002-03-28,2002-10-07
Q454046,Maria das Neves,2002-10-07,2004-09-18
Q1158585,Damião Vaz d'Almeida,2004-09-18,2005-06-08
Q441483,Maria do Carmo Silveira,2005-06-08,2006-04-21
Q1286743,Tomé Vera Cruz,2006-04-21,2008-02-14
Q459822,Patrice Trovoada,2008-02-14,2008-06-22
Q718450,Joaquim Rafael Branco,2008-06-22,2010-08-14
Q459822,Patrice Trovoada,2010-08-14,2012-12-12
Q867590,Gabriel Costa,2012-12-12,2014-12-25
Q459822,Patrice Trovoada,2014-12-25,2018-12-03
Q57085436,Jorge Bom Jesus,2018-12-03,
Q459822,Patrice Trovoada,2022-12-12,
