@@,item,itemlabel,startdate,enddate
---,Q271012,Fradique de Menezes,2001-09-03,2003-07-16
---,Q1281014,Fernando Pereira,2003-07-16,2003-07-23
---,Q271012,Fradique de Menezes,2003-07-23,2011-09-03
