item,itemLabel,startDate,endDate,sourceDate,psid
Q59535822,Victor Monteiro,2002-03-28,2002-10-07,2022-10-14,Q59535822-E4C0E738-7BF4-42E1-B416-9E2A7D3FC673
Q28105143,Fernando Daqua,2002-10-07,2003-08-01,2022-10-14,Q28105143-C8DF8710-A2B8-4270-B7D5-355A8612666B
Q5574245,Óscar Sousa,2003-08-09,2008-06-22,2022-10-14,Q5574245-7EA9BD19-3C1A-4B3B-AE61-302935D80A95
Q42626636,Elsa Pinto,2008-06-22,2010-08-14,,Q42626636-27c65261-c00b-450a-aba4-11c278adb203
Q7296154,Raul Antonio Da Costa Cravid,2008-06-22,2010-08-14,2022-10-14,Q7296154-DB99C82B-B630-4FB3-B3C1-099B5EB7FDF7
Q59572738,Carlos Olímpio Stock,2010-08-14,2012-12-05,2022-10-14,Q59572738-31A84767-8384-4EA2-A371-2B53309458B7
Q5574245,Óscar Sousa,2012-12-12,2014-11-24,2022-10-14,Q5574245-F63CFD1A-CBA1-4925-B007-EADBF55CF380
Q27986398,Arlindo Ramos,2014-11-25,2016-10-18,2022-10-14,Q27986398-D5A62A3B-C688-4FEE-981F-DB378B4EAB29
Q59572738,Carlos Olímpio Stock,2014-11-25,2016-10-18,2022-10-14,Q59572738-E4EB8DD6-E1C1-4F33-9C76-FD1AD139F823
Q27986398,Arlindo Ramos,2016-10-18,2018-12-03,2022-10-14,Q27986398-24085333-D873-40F1-BEB4-8A3C9F4D3C19
Q5574245,Óscar Sousa,2018-12-03,2021-08,2022-10-14,Q5574245-D0C146D0-EF9F-4515-81E0-BCB2A9541ADB
Q57085436,Jorge Bom Jesus,2021-08,2022-02-02,2022-10-14,Q57085436-84BD0DA1-D765-4B4B-91C9-A448253642B9
Q106904935,Jorge Amado,2022-02-02,,2022-10-14,Q106904935-346E2D4B-CEB8-4173-8339-B56CEBA46869
