item,itemLabel,startDate,endDate,sourceDate,psid
Q28497473,Paulo Jorge Espirito Santo,1999-07,2000-04-05,2022-10-14,Q28497473-85FC73CA-509E-4E5B-B5F2-4ADC45507AB8
Q718450,Rafael Branco,2000,2001,2022-10-14,Q718450-950C1F33-655E-4DB5-B085-3B2D35ABACFF
Q459822,Patrice Trovoada,2001,2002-02,2022-10-14,Q459822-775F261D-530D-4A2E-A0E6-CA588E1FBD84
Q6786672,Mateus Meira Rita,2002-02,2002-03-08,2022-10-14,Q6786672-2F703065-D883-4D56-89A3-38319AFB3080
Q4713407,Alda Bandeira,2002-03-08,2002-10-07,2022-10-14,Q4713407-516F9EB8-5989-4B80-BA60-87995A83EFC8
Q6786672,Mateus Meira Rita,2002-10-07,2004-03-08,2022-10-14,Q6786672-159363EE-4D49-4D2F-A109-F8AC35DC1A0D
Q5574245,Óscar Sousa,2004-03-08,2004-03-30,2022-10-14,Q5574245-B298AA89-BD2A-4D98-80AC-3DA20EC3DBD0
Q3358982,Ovídio Pequeño,2004-03-30,2006-01-16,2022-10-14,Q3358982-FA944A6D-88B1-41CE-ACBD-B6D4EAD84A52
Q5574245,Óscar Sousa,2006-01-16,2006-04,2022-10-14,Q5574245-0C5AB152-F23D-41BD-A949-1E179DED0C15
Q2939360,Carlos Gustavo dos Anjos,2006-04-21,2007-11-20,2022-10-14,Q2939360-5F3AE889-4611-44D5-B623-3050775D6850
Q3358982,Ovídio Pequeño,2007-11-20,2008,2022-10-14,Q3358982-90A4593A-3D24-4988-A386-A2BA41D410DC
Q447911,Carlos Tiny,2008-06,2010-08,2022-10-14,Q447911-AF99CC0D-ECF9-4F8C-9CA7-ABAA77F915CD
Q28497468,Manuel Salvador dos Ramos,2010-08,2012-12-12,2022-10-14,Q28497468-2CB0354E-34BC-4079-B627-47D3A61101E1
Q28497470,Natália Pedro da Costa Umbelina Neto,2012-12-12,2014-11-24,2022-10-14,Q28497470-EE24CA66-E213-4660-AF41-76D6E7CC69A3
Q28497468,Manuel Salvador dos Ramos,2014-11,2016-10-18,2022-10-14,Q28497468-1D777863-6DA1-4FEC-BA7C-5CD791C947AD
Q27986410,Urbino Botelho,2016-10-18,2018-12-03,2022-10-14,Q27986410-E92FB87B-0DBE-4ACA-879C-A3991FA428D0
Q42626636,Elsa Pinto,2018-12-03,2020-09-19,,Q42626636-2ca77245-4698-3dea-3770-d49766177688
Q99510744,Edite Ten Juá,2020-09-19,,,Q99510744-266a57c1-4a38-2fbd-5604-3077ffdf01ba
